probe	CASE_01	CASE_02	CASE_03	CASE_04	CASE_05	CASE_06	CONT_01	CONT_02	CONT_03	CONT_04	CONT_05	CONT_06
cg00473873	0.2875607187089564	0.25647000199137443	0.3007112535994802	0.2416295343398463	0.28729589229562796	0.23692446925208105	0.2994043007062224	0.3222804410365185	0.22727731958664069	0.23815033495892335	0.26306911495445534	0.2955202054252156
cg89357225	0.37338617096536464	0.35045171986194645	0.42626878813013735	0.4123738192018462	0.34122880272378725	0.34455989282016786	0.4314109449910801	0.31582697950781874	0.38917007856521013	0.478418687566571	0.389959209683375	0.4847652207572765
cg87336827	0.5069552462777976	0.6654491615222553	0.5812384531379385	0.5593364907982291	0.5536023312862146	0.5406853297282118	0.5325675539516607	0.6196163823855215	0.6164146426952086	0.5229343797406792	0.6049359046635896	0.632765134755847
cg85631443	0.7181839981303608	0.7532650536739401	0.8040050847770888	0.7393232711719208	0.743824221374988	0.7362583589034541	0.7804049074036692	0.8748977050080882	0.7561410251896507	0.738541247164688	0.7950741506203299	0.7691821879395256
cg26638740	0.5290843605342186	0.5433394405284321	0.596355628874222	0.6263008316151664	0.49106933148935916	0.46939468952628094	0.6194140495040582	0.5760940304664878	0.5453181011714472	0.6508852542727026	0.5293905951826163	0.5737096248790365
cg75020206	0.999	0.9316027681998328	0.999	0.999	0.9288209057942096	0.8912185711535866	0.6510471205951146	0.5837901456131819	0.6569284512855246	0.7561994010370099	0.6599517466156819	0.5951211171086548
cg39201084	0.48839604159679845	0.43877485612257017	0.480505906748469	0.5609117060367724	0.4758375571470188	0.44332440035760706	0.47260695661010194	0.4394181701597334	0.5194439170847378	0.4792394262140067	0.4966333567308307	0.4891508957147204
cg35468930	0.6566916158107282	0.6878235337148886	0.6635872018382623	0.7115750075373564	0.679232136959156	0.6647217178094252	0.5502376156516385	0.6444728819379668	0.5728218037796355	0.6471173154514324	0.6920270706663301	0.6452162877932879
cg05975836	0.4158453503194203	0.4505610725752487	0.5437241140879084	0.4596143289371099	0.33283785292066664	0.4847615587638524	0.4879516320689329	0.36409997767004587	0.42655284472852656	0.3698358891167303	0.43390027204912585	0.379358048712092
cg57236756	0.806966966692429	0.7744224002772706	0.7761260554785288	0.779615214785484	0.7680906085454952	0.7512281610519518	0.8057296422296685	0.7176529633890311	0.7404335807789267	0.8325824723185045	0.8456429365259841	0.7139982156228175
cg59619953	0.7620836871906057	0.7155403291133626	0.7398266574628453	0.6953577665614685	0.7727715127637836	0.7452393126139351	0.7559695402789122	0.7434121015268009	0.7770681585073533	0.7603248326577537	0.7619077250340922	0.8527304111627761
cg00288976	0.999	0.999	0.999	0.999	0.999	0.999	0.7477221405775829	0.7687571750867676	0.8260474300006272	0.7307347033222846	0.8185518936493186	0.7825492086998278
cg72315863	0.9393932057884973	0.8376961363124258	0.9223041179967463	0.9252291209503123	0.8706813377809163	0.9620021674560192	0.5094692657482582	0.6089997584391267	0.5899404115207737	0.5942675522720506	0.5761266475718952	0.5284461215546272
cg57945803	0.7302802261102253	0.739475026361059	0.7698053081897713	0.7888515400289406	0.8045693587246003	0.7537475005787778	0.7505926173164797	0.7023229478422379	0.8236661825827816	0.8261193377591248	0.7280407193018029	0.7418983962037934
cg34876604	0.6395562582147524	0.6774647700573438	0.6345415954724652	0.6883809025177339	0.6272427983774558	0.6902582359488979	0.6837388318517446	0.7894878425907406	0.6404522335864401	0.7253856636287835	0.6424718595059082	0.7701454022098582
cg84450331	0.5219561602937381	0.45409247279112797	0.39837135996972595	0.46081548099130776	0.5252323714450754	0.5909097883057871	0.5504225634095048	0.5552345882557205	0.4765251487084496	0.6078080434771559	0.48916246921356066	0.5830634272662072
cg46756070	0.8499652406618078	0.8358137692166155	0.843891383822851	0.7768329644966835	0.9038141748809666	0.8145140642988733	0.766366433598989	0.8784214482495861	0.7785481515997932	0.8871097087404551	0.8565500138384375	0.803822251752564
cg63979156	0.6247046120700257	0.6013709336360202	0.555403257589389	0.6682116620369215	0.5311833507753397	0.6134773946082999	0.3559722134289445	0.2578830586919602	0.288760211293403	0.3077348341711873	0.3506773170213751	0.3006191302051565
cg53697845	0.4274799570104486	0.40717647092445364	0.461202938624828	0.5102406821301403	0.4567615606827876	0.37039307914189434	0.448018837310909	0.540024145584159	0.4532025791454362	0.44662816404778694	0.44359623926950054	0.4977017591343011
cg32551448	0.3647388628380553	0.3400899414856879	0.25784866668861595	0.2342720696876536	0.2620393839367828	0.2737967095012473	0.30832166677583084	0.2384059699599717	0.24071187197083455	0.2783238644628352	0.2240773951013062	0.23881829101753338
cg10144486	0.9024040619466356	0.9765957209037892	0.9980098491161042	0.9607291795591224	0.9472586897982489	0.9292196570339295	0.889729848501604	0.999	0.8784021894085484	0.999	0.9142216549920807	0.8872101218822035
cg67838763	0.5986541663377365	0.6687206512738286	0.6930412078866754	0.6760886199223206	0.5675232427405497	0.704807314710664	0.6249062897979911	0.6678701369439038	0.6056419056027972	0.6524676167373441	0.6756813317323055	0.566317535570844
cg51194489	0.4567560975816221	0.4452733247094251	0.4618642317367919	0.3998054878716508	0.42384723354682485	0.4288505950480189	0.5026606704264807	0.40336593745013427	0.42114583880263784	0.49622211615930545	0.4488586420593517	0.4491992799279547
cg01764995	0.2546631718421071	0.35987515209470283	0.28467747691115153	0.2932765996193507	0.23936498634781095	0.35390102504256565	0.3161206033812056	0.2944021086191091	0.34332619353571514	0.3235187535779095	0.2866359843019542	0.2792245617957279
cg10116462	0.8940307099949809	0.9265169274546758	0.829429452560064	0.8303669908166704	0.8903048359353625	0.9356237695291446	0.8124686730673447	0.9865216804540715	0.8744069443068413	0.9264909292069943	0.9260825964173274	0.8290268260882467
cg18514862	0.8203217377344316	0.7904316413875421	0.690845946241415	0.7868599094538851	0.7524486636781588	0.8128731971527835	0.7118811296958931	0.7852924572647645	0.78995920491358	0.7911958894886274	0.6626130948722541	0.723890558150951
cg81303253	0.6075211622039753	0.678622733549154	0.5628266231695034	0.5717117492045993	0.5237098144850619	0.4984464807011486	0.5856607495381925	0.5578129618842971	0.5726975300265247	0.552556374191946	0.5667533696784176	0.6122439430974796
cg78991835	0.40953239269204766	0.3659690066542477	0.27445454956820864	0.35284467322187424	0.32799543962087613	0.45631251044167354	0.3057857152102057	0.3928909465920709	0.28295291749986096	0.313116054994216	0.37566990480426715	0.4169665612401375
cg84584743	0.25553637591465383	0.23828434341138618	0.22967724143311932	0.14152401295705064	0.19821051590332336	0.22833199356001477	0.15150819312633484	0.24060976583832155	0.21709718519818177	0.3122255132113809	0.21897593289791792	0.21971213194533054
cg69115087	0.5536636251568674	0.5449316623347308	0.5474625756174163	0.5370207653420006	0.5431544520487985	0.5447233652800865	0.5578527680755033	0.5141589072998723	0.474980177102532	0.5772319763772241	0.48881995666429995	0.6479079463773476
cg30550785	0.784481305382443	0.560225089947176	0.768783834276511	0.7840308964204781	0.73502411281072	0.7231403690962638	0.3369199553996245	0.38130822912524587	0.4361381344794792	0.3645804811752752	0.43686785524080385	0.3526932728621922
cg71770934	0.8682672598062285	0.8057109606730595	0.8593294945562725	0.8592903661489173	0.8664043451271747	0.8584979438812731	0.9081823593164794	0.8478022219863937	0.9494532137460059	0.8877653166747073	0.9623095497087775	0.877445559597329
cg62467546	0.6273035405152173	0.648906063848808	0.653546262767281	0.6252959929666938	0.6472392848440587	0.6333683569210994	0.5875198992414826	0.6317583242677413	0.6471235409771404	0.6360919140229822	0.5804863044666344	0.5857868213136201
cg83413447	0.7957923110325898	0.821920302108259	0.7538835918620668	0.820467648422203	0.7217356143937181	0.6782789676628228	0.34667334177490666	0.4688058620570041	0.46341705815048934	0.3554377681781167	0.4468038435178487	0.48440909399356374
cg51077546	0.4932676475985716	0.41876356201387643	0.42478132068526275	0.3846997076238773	0.30933281990064365	0.4747117039256751	0.4070763310106854	0.4048331793368974	0.37408080610692207	0.43880339295338455	0.48102805116981806	0.4468741709769794
cg40027945	0.5222089552509506	0.5620716912643612	0.4170259584039833	0.5062493526781654	0.5313396204226555	0.5105107868733076	0.5784841239590082	0.5468069417458843	0.3906935252960103	0.43448992472063785	0.6214371958997527	0.4272878834441261
cg72329993	0.16180971663399024	0.19191455764403093	0.13426476090901657	0.15577346380152884	0.1932298438373917	0.08332930092077231	0.08282463922051306	0.13834573887442922	0.09973487111322527	0.13822155668611022	0.10669375759771614	0.09206182460010706
cg43442526	0.3674050352835859	0.44760503134974716	0.5460480461207851	0.42789308274374765	0.3943920263943075	0.46725041372992293	0.4663407070949844	0.5115493918098647	0.45560277573090413	0.46314774707373624	0.4199396542463465	0.5628302210536172
cg41855690	0.7258807700645458	0.7371196959236042	0.6743596699036374	0.6230498900674575	0.6288576741949888	0.7803964937955907	0.6765953108021167	0.7155104173836976	0.5888632040115827	0.7229075761887959	0.6659677573569128	0.7071210776202195
cg12403429	0.7777601593951206	0.748028988161641	0.6790218563348632	0.6710521699191576	0.6707532450640015	0.6810840758520842	0.6111576092474901	0.7278942682956383	0.6654435198766904	0.6547280758319046	0.7639603377122351	0.6712636090868392
cg18800609	0.6634401355619433	0.6196445796871276	0.5476134119098377	0.5897823080739076	0.6387556940808858	0.5794867138944064	0.6494024298683184	0.63291606812395	0.6127563975294934	0.6153968221011389	0.6002317087047582	0.6446123197827502
cg67000880	0.25885773965998393	0.22541785244047682	0.34630345471652146	0.261060114396348	0.3018157923751135	0.3601139663696421	0.28164081944741254	0.3149127805387834	0.3077135758314742	0.25980198509526214	0.2882871023744346	0.2004478170411992
cg39001179	0.8025167416005778	0.9181437679170642	0.8065882730141649	0.853272950251045	0.9028923140269639	0.8077844839783673	0.8652866026472467	0.8406918027321448	0.9242821970128987	0.8259479907487952	0.9359302153505603	0.8088708032237755
cg77169785	0.5839175078945882	0.5616603625736042	0.610132995465838	0.5791450011315633	0.5626276148528108	0.5642765587059264	0.48380829752619475	0.6033095055417612	0.6115450230193384	0.5001744047022619	0.46052197435375963	0.5092038137302837
cg02660469	0.6107022533480474	0.6409992779881948	0.6654178118228113	0.6121605383502238	0.6755853170808191	0.6347625912539527	0.5704223881319105	0.6197164536234029	0.6413868209579191	0.7095732675419048	0.548937863499226	0.6239367366204589
cg65594633	0.42613747827763043	0.3955270954816897	0.3418983476450814	0.3548341925905538	0.40524866980058394	0.3800280816109686	0.24987355368778527	0.3822866715405634	0.39531658435832223	0.39839000704424715	0.4363575456769706	0.37580715709939494
cg34138642	0.3704698958277034	0.36973031940200246	0.448099493362376	0.4171100856028457	0.3707575093152735	0.4342119195938438	0.38529151211891177	0.4390123806298513	0.42757045962722334	0.3675992111170196	0.43644243067827265	0.42793713860654065
cg68528411	0.5715396107570507	0.5770279527183525	0.5242753945813026	0.5772756944458409	0.5776392580676345	0.5535962996683613	0.5100806316021068	0.5256621018265148	0.4701084550524837	0.5339254163001149	0.45240832610404136	0.5783917019936546
cg65174389	0.3267375194836294	0.29741691495444195	0.26756681516797276	0.32395845261646805	0.2843825028102418	0.22465042780142644	0.2929265314015947	0.28572439794692955	0.32662887280595765	0.23790058071988054	0.2851570863332901	0.3121094538743995
cg07313585	0.46398882541320574	0.6264972118624128	0.5882084445149821	0.5216946865547982	0.6087485314196942	0.561008651607424	0.6380832570756658	0.5174474550483541	0.6118228745262748	0.5293945079657617	0.5676975805256447	0.7037303811261435
cg66148903	0.35282022066780827	0.36719925170582085	0.3371059785709162	0.39062921848004234	0.3142234618248236	0.34405496409942365	0.3235664774257924	0.41145135503309166	0.32672222075413454	0.3506499137333949	0.34930566839521116	0.31855613921361936
cg75964678	0.8577446908778039	0.852925464397119	0.8737230584609069	0.9284555538134506	0.9383295569631416	0.8744121551653349	0.8772915212089887	0.868520114435042	0.8601498060595973	0.9534120019141247	0.8514049470055332	0.8965640491219188
cg35469877	0.7156276838874343	0.7781350419738043	0.8094253275112416	0.7827878384710415	0.7296083737701733	0.7860314281471273	0.8067741114735755	0.8106887768319239	0.9808950121283477	0.7726422793416989	0.7628693381034439	0.8161899660720019
cg22276160	0.02713524905095645	0.10177137815165406	0.03776453187419858	0.08041559675262691	0.07242612099201068	0.024493912803378363	0.13267754506174617	0.061616098241887476	0.10113909578689505	0.001	0.013028210424081962	0.02172337791247996
cg46327611	0.32510340045160474	0.3157030147888377	0.33931766831648175	0.37541947406690584	0.203093501211945	0.3018562356550824	0.2929172807040107	0.38753173671314123	0.3842793963716325	0.30531688465525464	0.3386552599172848	0.3265970826193295
cg02267703	0.2604441212718642	0.354758408246178	0.17537554604314934	0.295668524732206	0.15441232054706117	0.21259736344651542	0.23821619193172477	0.19434960385141387	0.3009167554742303	0.29862800056810324	0.19689751590912652	0.23383325479701117
cg33703331	0.6975188277163662	0.7614740796349264	0.6990844381064929	0.7194816545007272	0.8047805888241563	0.7248872902382869	0.7593410133095938	0.7282378291114001	0.8239424074413401	0.7330319804934556	0.8598429826912548	0.7345489858948513
cg04424927	0.16751804191006175	0.08565794456359463	0.08131873421915048	0.14304447864055414	0.08799515772694513	0.137021263471864	0.09634747964147032	0.02464186640629909	0.1259030771259389	0.17437530578720495	0.14716669613180972	0.1430862880177703
cg89709185	0.999	0.9611537024408972	0.8789514735637438	0.8950484189759258	0.9072883112179182	0.895904213151423	0.9426464573740527	0.8931029056169656	0.9398906608590109	0.891759887922476	0.8230098391312886	0.9692545871373188
cg52045860	0.8663609657494294	0.8738757995390288	0.8372292837114762	0.8245085758741686	0.7521193276504698	0.7931875309175729	0.7950418868145837	0.7814071234904807	0.7899399647177583	0.8734982785188872	0.857796034414399	0.7858578351318635
cg33695754	0.44251818146821886	0.41382483305172746	0.47444118396647916	0.4703982003389742	0.4860795061485472	0.38697228463199634	0.3598614573124695	0.44676247821899834	0.45202481706330816	0.40991252654339244	0.48864065174491955	0.306560458189784
cg60882070	0.9032229399753453	0.8923818608331058	0.8194205634587608	0.9427812182909041	0.9281414903028176	0.8821948376821047	0.9353525736776781	0.9808823710204034	0.825329955744984	0.8250268803333877	0.9183215746922461	0.9127103777005335
cg59731563	0.25595948899624654	0.3360366561502584	0.3211412233785893	0.26269701208741797	0.3084889382245375	0.30850993492898393	0.3116013414708312	0.20794192817825768	0.3366092695599522	0.2941193356467465	0.3703905663756167	0.2677136630681544
cg89005661	0.33642052422463375	0.35145580051149933	0.19908285937398873	0.2939652951659094	0.3250762076131452	0.3168162042756748	0.2946427168623992	0.24979537407571284	0.3384458732578558	0.4152840044541725	0.30792074475001313	0.3229102051793072
cg76503481	0.43851940935079103	0.4574537344259669	0.3670248663988145	0.42893804612887015	0.43040957762014426	0.41073591951484467	0.4108025267074765	0.439551159705664	0.33976834640111303	0.41273264728489056	0.45543817071897774	0.40163683896788077
cg19161634	0.5374924695914802	0.48582970538170084	0.47555949335471104	0.4292333099474143	0.5652339376181149	0.4602107883267771	0.5239470979762116	0.567531927740885	0.5994178035850412	0.5291537236704869	0.4529667641428498	0.5205980456718335
cg48716423	0.837442012775477	0.730595656255211	0.596346410222818	0.7501762058282673	0.7145231968417041	0.78027032046128	0.6886465367124696	0.7290639330495771	0.6504292562873188	0.6921891463591405	0.7493159411718594	0.7697453144132599
cg86888489	0.5625453226234887	0.5683538668726791	0.4332702823518708	0.520815315863562	0.44915019639869	0.5717613067861207	0.5626503054664709	0.5471458431718172	0.5799866256300638	0.5195675529544714	0.45546957602539007	0.5712785372943533
cg78666015	0.5230275487043284	0.5399904748954141	0.5094440955433298	0.5081747725709691	0.48425207229983624	0.5086858258112589	0.5206528584000777	0.5318460206796854	0.4750436836707271	0.5178612299626245	0.5679894952294153	0.4885087684321823
cg66758858	0.4239669069766837	0.1915535198584435	0.3497583030835123	0.36088720089694365	0.40371087598568517	0.39370952444802276	0.4182306664252738	0.3794502616607067	0.3621913336626447	0.3695802272978406	0.268274474398392	0.2923293060038445
cg13570820	0.7556593357944601	0.7784069638373237	0.8172307070423385	0.9108407316695905	0.8458010514723167	0.8403705309632359	0.8844684915445559	0.9100778066333153	0.7896446211098425	0.9339077317510552	0.7144631969784825	0.7040887625439523
cg24231913	0.4525123139724923	0.4708541714493642	0.4694612317826763	0.5098635879327018	0.4840797709064375	0.4986103342409633	0.5507499363080064	0.5451018702687515	0.6376384536556878	0.508895556657892	0.5368387335902957	0.40616061232084233
cg21328540	0.46905559512488343	0.47629965310622024	0.5955344363065596	0.46853609655708084	0.512685995998839	0.4934984388464009	0.47587185202289284	0.4303288930223768	0.5410926909903799	0.4788429673099449	0.47896328552826983	0.4526647833025811
cg59647015	0.34597083340668494	0.3876716192499913	0.3706549729217691	0.46327970595234935	0.3794324473680808	0.5097910705560609	0.3828472111872498	0.35975668603844085	0.47188538086256515	0.34564734100286904	0.3845553859729179	0.3877636648689103
cg77442725	0.32485775266837097	0.33623280444759224	0.24705554130761936	0.2637526832710784	0.31499486804163945	0.3399304662883564	0.25870308903878164	0.3054217087613502	0.33082512489226246	0.2245541517850138	0.3120822083993675	0.2607330984694034
cg25139143	0.11472944627282718	0.1614857707089409	0.21452143192587475	0.10304901379828205	0.04800294020618766	0.18275383707106374	0.2715105816075323	0.09462894188099644	0.16685401907604586	0.050170451991019493	0.12920073259844464	0.10501019844923425
cg80364994	0.5034299464781007	0.41008562173575	0.44714873309257136	0.3461980005179726	0.36752795351041817	0.39878173512114107	0.40356858419392255	0.40807631810701606	0.42481669343054246	0.44964701874164636	0.37105511945119063	0.3410035708077793
cg47972652	0.5469120606582785	0.47204680484192163	0.4523426584141988	0.5228607307620475	0.49849471104297016	0.5015608375148458	0.49694292560891357	0.4492454412273459	0.4593803096790998	0.3778770074208584	0.48171262759239325	0.3927439224237307
cg27912906	0.732300844623201	0.7817532897997257	0.7534314461056951	0.7057270032228012	0.6779137344743301	0.8049974710505766	0.7600506489433545	0.663355610856052	0.7256894482685039	0.7641680937814477	0.71160921486081	0.6118176165949155
cg72689120	0.2806119963758312	0.2692733923334943	0.30774494980932254	0.32170880971605087	0.31212506792562006	0.3221386613816811	0.22997444770961356	0.3394660335233999	0.308919794506833	0.3429257765402243	0.3251698020265146	0.3342074483611717
cg17866793	0.5570462476345979	0.5414231793785588	0.5583555725119278	0.532896341677316	0.6170098518495812	0.5798097568094963	0.48313881278609616	0.5113881632301861	0.5192692568604931	0.5115255661235653	0.6280477540414342	0.43121629380124493
cg87210927	0.6244404681506982	0.6621624577921342	0.5956277192729968	0.5756815714287467	0.5636605690825167	0.6464439429700666	0.5624047520352123	0.5337800544978202	0.5142556818970504	0.5262709733915849	0.5461983691823925	0.620620473040405
cg06309266	0.5848183122227325	0.6554431045367377	0.5867256273256036	0.597782624899151	0.6449737094822668	0.6708828228220907	0.5866668456300317	0.6069566192937469	0.6233327186718899	0.6396562669205517	0.6415860456315386	0.5962887503360728
cg15912653	0.8256830309622017	0.7060682545550205	0.8568042762587996	0.7681129652717251	0.7760166432836519	0.886212791126468	0.7430818489918339	0.8148550261137013	0.8401287122560379	0.8094462093162252	0.8369453735943235	0.8376560859262263
cg87042759	0.999	0.999	0.999	0.999	0.999	0.999	0.676624297128285	0.8149632404201976	0.6810152094475972	0.7606380217064622	0.6812514008941812	0.7186705886749254
cg38539566	0.8901304722975187	0.8599395252782952	0.8288376432163989	0.8839536916705394	0.8706679044751281	0.9049077495000792	0.9422831903480311	0.8970162665038998	0.8980918423948309	0.8423359284119925	0.8178497480614608	0.9192011789609463
cg71409683	0.3636609920209066	0.2794504257101571	0.2469593895565967	0.364363723581715	0.2090961913485741	0.25612063519697287	0.31966154229058097	0.36437264113836343	0.27882170357448144	0.2663430300407778	0.2560058406864838	0.34638461095696965
cg20377988	0.5564394804027649	0.5482820099989056	0.5434987655782627	0.4566659275119207	0.38787362275767573	0.6252447484161733	0.4958132301182759	0.5252983727241262	0.4439189906306497	0.4932232457364877	0.5503083962268819	0.45895426464524236
cg19001697	0.6669973450951383	0.7317531753161839	0.689807821917339	0.6827220505981402	0.7700313123665072	0.7245014145401208	0.7080414658991729	0.6050334797551123	0.6630252696752705	0.6945501268918153	0.694457556664405	0.6620241137652644
cg60677921	0.6100347163553624	0.5906085241581464	0.606132095486166	0.551871942138867	0.5937651671965546	0.6106444870345583	0.5190718440250959	0.6275617184033284	0.5669156728982592	0.5727383113316901	0.6351868620733986	0.5838218730013972
cg21289540	0.8542626109871371	0.9406393873671455	0.9287653194750344	0.962786660758948	0.9459804175015123	0.9648660404144598	0.5792463450821276	0.5079438091808252	0.5322393943979775	0.4604536490277367	0.5083811653184255	0.5092890337606298
cg63712549	0.2262511447716435	0.2190372588878284	0.20368983548982744	0.13485471865641682	0.19826631666021047	0.17509906132355504	0.2169633031385091	0.1339378866908169	0.18496521737516003	0.11544226968976623	0.22014562451415667	0.2315448020570521
cg34036154	0.616207262700074	0.66482172237848	0.5832343551780659	0.6963091604993727	0.6618660030252946	0.6607538080043606	0.6038110186888844	0.6101226589804246	0.717980768067753	0.6259343985333846	0.6249153354696514	0.6552398905097535
cg11255015	0.2573853285048664	0.22627016326626234	0.2430902080181563	0.28094062040309	0.23901054831946827	0.17475054900059378	0.21995967221244161	0.3058226120745869	0.15672208427878945	0.20014349153801325	0.168018222291005	0.21265787400786737
cg37093313	0.5071328629506199	0.50038134509165	0.5346446154418926	0.4793800576002275	0.5178434179615875	0.4902278054030068	0.4764865674782295	0.41307450748864394	0.38410559019397666	0.5378154816214724	0.4934846561675623	0.509474979605591
cg46904676	0.9627843737484574	0.8972664359093453	0.9575747883678455	0.9486933514917739	0.8504642265491251	0.8968493866607327	0.8867238745482763	0.8877804628936623	0.950528121727706	0.999	0.9169112232279254	0.8917386038395076
cg27599210	0.7981858497598567	0.7824850787948431	0.8862806854039273	0.6988301351548271	0.8594942936358538	0.8331510232842319	0.7543865472230928	0.8683834022036345	0.7832486618376445	0.8913005671109792	0.8810059128097656	0.8608737992901422
cg62981276	0.2846361253787907	0.3587088542432681	0.375664751212123	0.3369432901835029	0.30504848906332815	0.35272446518075207	0.32206875708148464	0.3955762044024932	0.352533414452632	0.3773711314977729	0.2741401905671236	0.2668983268733347
cg79970314	0.6695848400119836	0.5335808688027299	0.6201448355065569	0.4978980545231786	0.5862582384713639	0.55371029903366	0.5325554632500749	0.49995140513122943	0.7131667951027213	0.6753693788382649	0.6073907263678219	0.5936198210311853
cg54839865	0.5435048244103823	0.4891890687985406	0.6315981815208147	0.5592573474641486	0.6720397309643291	0.5392863587173023	0.5736347685585385	0.5512283301205694	0.6283904762859783	0.5464978048911905	0.6347830417821547	0.5776072311792654
cg21958528	0.2926318247713393	0.28884287037866485	0.20926092832885415	0.22287359275229132	0.2227554723357544	0.21943414346373222	0.24049787426295333	0.20251512170354508	0.2552455604809598	0.19762907530693305	0.2936323236088383	0.18624873092637134
cg25465733	0.3845714511671683	0.35107770374807046	0.44988106933113126	0.3236757168307542	0.4395488057955071	0.3396578069528345	0.37762412383113764	0.3579065173753718	0.4128408406172046	0.478891023728479	0.34337441626156623	0.32916425123422993
cg02930245	0.10007431098557291	0.06517858460980766	0.15311100940077535	0.11173245415909612	0.04444630749040161	0.113160073650719	0.05569927382384206	0.10886982292806285	0.0738005514587133	0.013209924237572723	0.03142673398119562	0.11177226440112846
cg64947486	0.999	0.977699958762116	0.999	0.999	0.999	0.999	0.6125074104070499	0.6101155985197524	0.6849038424845353	0.6139126533302679	0.6090682069372728	0.6190291347675604
cg10508065	0.9348263116436518	0.918984831988574	0.999	0.8906012654008583	0.9153676986273612	0.9262388294150047	0.999	0.9063670612085135	0.8878357442258723	0.904844992814691	0.9332390872347717	0.8226911993542441
cg53521357	0.5092276939513777	0.4403516761068302	0.48181309059080785	0.41253205484311845	0.45467557248877755	0.3830261837561078	0.34455016826975776	0.5173134090428582	0.40404762975345815	0.5123641360106221	0.44892474444029457	0.37247553586054793
cg36985718	0.12984210452833447	0.20731462795013011	0.16002323340226365	0.13005045900406842	0.15735128669589776	0.23046153203975325	0.26236551270547687	0.11594523457204002	0.18147317847174574	0.17452487246341028	0.22198176022977176	0.25442384747323493
cg75769181	0.24179427038064577	0.15799197441237084	0.2551087353776488	0.1877427489332297	0.14845052199687067	0.13777961574502	0.21439869918480287	0.1841281868749271	0.2806066708287809	0.23748037859369997	0.22893414962533165	0.15470430344792058
cg52510417	0.722201179304519	0.780896691783965	0.7506154576916705	0.8377391312487554	0.7457464212295972	0.744629666504521	0.7362302712433396	0.7625676829899433	0.815511353293282	0.714138049110465	0.6794204258075266	0.799654882116715
cg39725474	0.5868594930924287	0.5589581235680392	0.6142368556331095	0.5571183404014147	0.5122931759022753	0.5972326733289619	0.5665904730933065	0.5354602136419435	0.5638948228041593	0.532599937430538	0.5357128234379739	0.6618401679601471
cg89582427	0.2961881606698966	0.34749760163729737	0.30348251027306006	0.31524619350136424	0.24959445952577522	0.26860663155901243	0.28329411148381534	0.2686263879615481	0.356736509188694	0.3077330849244585	0.23284492918999872	0.2859159351081961
cg52428415	0.35277333986731196	0.23950626245231307	0.40342717414149615	0.30703271085931466	0.3618582253358762	0.29668725766871823	0.2746251044620192	0.27389772538553564	0.3287269541702438	0.34405101585804865	0.2666101022675316	0.3625949794890841
cg00683184	0.5680081768756182	0.43207390074441204	0.5127683922139564	0.5235770820090391	0.45017150540594386	0.45289917851497064	0.4142589846560039	0.4975867211950278	0.5417216822708829	0.4275674759322183	0.4800585713662037	0.44414440526598764
